Jurisdiction,Office,Race Name,Number of Seats,Candidate Name,Votes Received,Percent Received,Total Votes,Elected,Election Date
Columbia County Circuit Court,Circuit Court Judge,Circuit Court Judge Columbia County,1,Todd J. Hepler,7007,98.84,7089,1,04/06/21
City of Columbus,Mayor,Mayor City of Columbus,1,Mary Arnold,648,54.05,1193,1,04/06/21
City of Columbus,Mayor,Mayor City of Columbus,1,J.D. Milburn,545,45.45,1193,0,04/06/21
City of Wisconsin Dells,Mayor,Mayor City of Wisconsin Dells,1,Ed Wojnicz,299,98.03,305,1,04/06/21
City of Columbus,Alderperson District 1,Alderperson District 1,1,Sarah Motiff,222,55.5,397,1,04/06/21
City of Columbus,Alderperson District 1,Alderperson District 1,1,Nathan Anfinson,175,43.75,397,0,04/06/21
City of Columbus,Alderperson District 2,Alderperson District 2,1,Trina Reid,179,51.0,348,1,04/06/21
City of Columbus,Alderperson District 2,Alderperson District 2,1,Donna Tuttle,169,48.15,348,0,04/06/21
City of Columbus,Alderperson District 3,Alderperson District 3,1,Shelly Albright,208,64.2,321,1,04/06/21
City of Columbus,Alderperson District 3,Alderperson District 3,1,Pete Adams,113,34.88,321,0,04/06/21
City of Lodi,Alderperson,Alderperson City of Lodi,3,Eric Hansen,373,49.08,760,1,04/06/21
City of Lodi,Alderperson,Alderperson City of Lodi,3,Timothy R. Ripp,354,46.58,760,1,04/06/21
City of Portage,Alderperson District 3,Alderperson District 3,1,Dennis Nachreiner,122,98.39,124,1,04/06/21
City of Portage,Alderperson District 8,Alderperson District 8,1,Martin Havlovic,127,100.0,127,1,04/06/21
City of Wisconsin Dells,Alderperson District 1,Alderperson District 1,1,Brian Holzem,86,98.85,87,1,04/06/21
City of Wisconsin Dells,Alderperson District 2,Alderperson District 2,1,Terry Marshall,95,100.0,95,1,04/06/21
City of Wisconsin Dells,Alderperson District 3,Alderperson District 3,1,Dan Anchor,119,100.0,119,1,04/06/21
Village of Arlington,Village President,Village President Village of Arlington,1,Adam Buss,85,94.44,90,1,04/06/21
Village of Cambria,Village President,Village President Village of Cambria,1,Glen J. Williams,129,100.0,129,1,04/06/21
Village of Doylestown,Village President,Village President Village of Doylestown,1,Susanna Krakow,23,95.83,24,1,04/06/21
Village of Fall River,Village President,Village President Village of Fall River,1,Jeff Slotten,191,98.45,194,1,04/06/21
Village of Pardeeville,Village President,Village President Village of Pardeeville,1,Phillip Possehl,244,96.44,253,1,04/06/21
Village of Poynette,Village President,Village President Village of Poynette,1,Diana Kaschinske,230,98.29,234,1,04/06/21
Village of Randolph,Village President,Village President Village of Randolph,1,Kenneth Ireland,66,89.19,74,1,04/06/21
Village of Rio,Village President,Village President Village of Rio,1,James Thomas Olrick,114,98.28,116,1,04/06/21
Village of Wyocena,Village President,Village President Village of Wyocena,1,Kim Bauer,82,94.25,87,1,04/06/21
Village of Doylestown,Village Trustee,Village Trustee Village of Doylestown,1,Brandy Langsdorf,22,100.0,22,1,04/06/21
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,Traci Wells,87,52.41,166,1,04/06/21
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,Josh Brodeur,77,46.39,166,1,04/06/21
Village of Friesland,Village Trustee,Village Trustee Village of Friesland,2,Craig Tillema,69,43.4,158,1,04/06/21
Village of Friesland,Village Trustee,Village Trustee Village of Friesland,2,Ronald Alsum,60,37.74,158,1,04/06/21
Village of Friesland,Village Trustee,Village Trustee Village of Friesland,2,Char Holtan,29,18.24,158,0,04/06/21
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Jim Bubba Williams,117,35.67,327,1,04/06/21
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Peggy A. Carlson,106,32.32,327,1,04/06/21
Village of Cambria,Village Trustee,Village Trustee Village of Cambria,3,Marvin Stringfield,104,31.71,327,1,04/06/21
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Daniel Birr,167,33.6,494,1,04/06/21
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Michael J. Dykstra,165,33.2,494,1,04/06/21
Village of Fall River,Village Trustee,Village Trustee Village of Fall River,3,Mark Gould,162,32.6,494,1,04/06/21
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,JT Holtan,231,35.27,655,1,04/06/21
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,Steven Balsiger,223,34.05,655,1,04/06/21
Village of Pardeeville,Village Trustee,Village Trustee Village of Pardeeville,3,Robert Abrath,193,29.47,655,1,04/06/21
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Joanne L. DeYoung,174,33.02,527,1,04/06/21
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Steve Mueller,169,32.07,527,1,04/06/21
Village of Poynette,Village Trustee,Village Trustee Village of Poynette,3,Jerry Burke,156,29.6,527,1,04/06/21
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,Jaime Woreck,67,30.18,222,1,04/06/21
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,John Casey,55,24.77,222,1,04/06/21
Village of Randolph,Village Trustee,Village Trustee Village of Randolph,3,James Jahn,53,23.87,222,1,04/06/21
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Jon Landsverk,109,34.71,314,1,04/06/21
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Terry Milfred,107,34.08,314,1,04/06/21
Village of Rio,Village Trustee,Village Trustee Village of Rio,3,Carl F. Toth Jr.,93,29.62,314,1,04/06/21
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Rebecca Sersch,57,27.8,205,1,04/06/21
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Rusty Schiradelly,56,27.32,205,1,04/06/21
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Doug Rose,51,24.88,205,1,04/06/21
Village of Wyocena,Village Trustee,Village Trustee Village of Wyocena,3,Michael Bulgrin,41,20.0,205,0,04/06/21
Town of Arlington,Town Board Chairperson,Town Board Chairperson Town of Arlington,1,Nathaniel Moll,107,99.07,107,1,04/06/21
Town of Caledonia,Town Board Chairperson,Town Board Chairperson Town of Caledonia,1,Steven Pate,213,98.61,216,1,04/06/21
Town of Columbus,Town Board Chairperson,Town Board Chairperson Town of Columbus,1,Darren Schroeder,134,100.0,134,1,04/06/21
Town of Courtland,Town Board Chairperson,Town Board Chairperson Town of Courtland,1,JoAnn Wingers,79,98.75,80,1,04/06/21
Town of Dekorra,Town Board Chairperson,Town Board Chairperson Town of Dekorra,1,Kyle Knuteson,366,97.6,375,1,04/06/21
Town of Fort Winnebago,Town Board Chairperson,Town Board Chairperson Town of Fort Winnebago,1,"William Schroeder, Sr.",93,97.89,95,1,04/06/21
Town of Fountain Prairie,Town Board Chairperson,Town Board Chairperson Town of Fountain Prairie,1,Ron Huebner,144,97.3,148,1,04/06/21
Town of Hampden,Town Board Chairperson,Town Board Chairperson Town of Hampden,1,David Tuschen,115,100.0,115,1,04/06/21
Town of Leeds,Town Board Chairperson,Town Board Chairperson Town of Leeds,1,Mark Frank,124,100.0,124,1,04/06/21
Town of Lewiston,Town Board Chairperson,Town Board Chairperson Town of Lewiston,1,Thomas E. Klappstein,144,97.3,148,1,04/06/21
Town of Lodi,Town Board Chairperson,Town Board Chairperson Town of Lodi,1,James Brooks,421,95.68,440,1,04/06/21
Town of Lowville,Town Board Chairperson,Town Board Chairperson Town of Lowville,1,Curt Walters,140,98.59,142,1,04/06/21
Town of Marcellon,Town Board Chairperson,Town Board Chairperson Town of Marcellon,1,Neal James,175,98.31,178,1,04/06/21
Town of Newport,Town Board Chairperson,Town Board Chairperson Town of Newport,1,Mathew Brunn,128,100.0,128,1,04/06/21
Town of Otsego,Town Board Chairperson,Town Board Chairperson Town of Otsego,1,Harlan Baumgartner,92,98.92,93,1,04/06/21
Town of Pacific,Town Board Chairperson,Town Board Chairperson Town of Pacific,1,William Devine,340,94.97,358,1,04/06/21
Town of Randolph,Town Board Chairperson,Town Board Chairperson Town of Randolph,1,James E. Sanderson,129,100.0,129,1,04/06/21
Town of Scott,Town Board Chairperson,Town Board Chairperson Town of Scott,1,James Nelson,114,99.13,114,1,04/06/21
Town of Springvale,Town Board Chairperson,Town Board Chairperson Town of Springvale,1,Scott Link,86,97.73,88,1,04/06/21
Town of West Point,Town Board Chairperson,Town Board Chairperson Town of West Point,1,Ashley Nedeau-Owen,242,98.78,245,1,04/06/21
Town of Wyocena,Town Board Chairperson,Town Board Chairperson Town of Wyocena,1,Airling Gunderson,234,99.57,234,1,04/06/21
Town of Arlington,Town Board Supervisor,Town Board Supervisor Town of Arlington,2,Thomas Klahn,93,49.73,186,1,04/06/21
Town of Arlington,Town Board Supervisor,Town Board Supervisor Town of Arlington,2,Thomas Manke,93,49.73,186,1,04/06/21
Town of Marcellon,Town Board Supervisor,Town Board Supervisor Town of Marcellon,2,Scott Holland,160,48.78,326,1,04/06/21
Town of Marcellon,Town Board Supervisor,Town Board Supervisor Town of Marcellon,2,Joseph E. Rataczak,125,38.11,326,1,04/06/21
Town of Marcellon,Town Board Supervisor,Town Board Supervisor Town of Marcellon,2,Bill Cadwallader,41,12.5,326,0,04/06/21
Town of Newport,Town Board Supervisor,Town Board Supervisor Town of Newport,2,Patrick Beghin,95,50.0,190,1,04/06/21
Town of Newport,Town Board Supervisor,Town Board Supervisor Town of Newport,2,Christopher C. Davis,93,48.95,190,1,04/06/21
Town of Springvale,Town Board Supervisor,Town Board Supervisor Town of Springvale,2,Glen Fischer,77,51.33,149,1,04/06/21
Town of Springvale,Town Board Supervisor,Town Board Supervisor Town of Springvale,2,Timothy Ashley,72,48.0,149,1,04/06/21
Town of Caledonia,Town Board Supervisor 1,Town Board Supervisor 1 Town of Caledonia,1,James Zamzow,210,99.06,210,1,04/06/21
Town of Columbus,Town Board Supervisor 1,Town Board Supervisor 1 Town of Columbus,1,Eddie Wolf Jr.,133,100.0,133,1,04/06/21
Town of Courtland,Town Board Supervisor 1,Town Board Supervisor 1 Town of Courtland,1,Jill Hahn,80,100.0,80,1,04/06/21
Town of Dekorra,Town Board Supervisor 1,Town Board Supervisor 1 Town of Dekorra,1,Kim Lindholm,225,51.02,441,1,04/06/21
Town of Dekorra,Town Board Supervisor 1,Town Board Supervisor 1 Town of Dekorra,1,Roger Palmer,216,48.98,441,0,04/06/21
Town of Fort Winnebago,Town Board Supervisor 1,Town Board Supervisor 1 Town of Fort Winnebago,1,Jonathan D. Conway,89,100.0,89,1,04/06/21
Town of Hampden,Town Board Supervisor 1,Town Board Supervisor 1 Town of Hampden,1,William Hoffman,110,99.1,110,1,04/06/21
Town of Leeds,Town Board Supervisor 1,Town Board Supervisor 1 Town of Leeds,1,Alan Kaltenberg,119,99.17,119,1,04/06/21
Town of Lewiston,Town Board Supervisor 1,Town Board Supervisor 1 Town of Lewiston,1,Thomas C. Summers,146,98.65,148,1,04/06/21
Town of Lodi,Town Board Supervisor 1,Town Board Supervisor 1 Town of Lodi,1,Chad Wolter,409,89.11,459,1,04/06/21
Town of Lowville,Town Board Supervisor 1,Town Board Supervisor 1 Town of Lowville,1,Becki Tomlinson,135,97.83,138,1,04/06/21
Town of Otsego,Town Board Supervisor 1,Town Board Supervisor 1 Town of Otsego,1,Stuart Benzine,97,100.0,97,1,04/06/21
Town of Randolph,Town Board Supervisor 1,Town Board Supervisor 1 Town of Randolph,1,Brian A. Westra,79,60.31,131,1,04/06/21
Town of Randolph,Town Board Supervisor 1,Town Board Supervisor 1 Town of Randolph,1,Tony DeBoer,52,39.69,131,0,04/06/21
Town of Scott,Town Board Supervisor 1,Town Board Supervisor 1 Town of Scott,1,John Heil,109,99.09,109,1,04/06/21
Town of West Point,Town Board Supervisor 1,Town Board Supervisor 1 Town of West Point,1,Kevin Kessler,250,99.6,250,1,04/06/21
Town of Wyocena,Town Board Supervisor 1,Town Board Supervisor 1 Town of Wyocena,1,Ralph Levzow,232,97.89,237,1,04/06/21
Town of Caledonia,Town Board Supervisor 2,Town Board Supervisor 2 Town of Caledonia,1,Robert Loeffler,201,98.53,204,1,04/06/21
Town of Columbus,Town Board Supervisor 2,Town Board Supervisor 2 Town of Columbus,1,Harold Schwoerer,129,100.0,129,1,04/06/21
Town of Courtland,Town Board Supervisor 2,Town Board Supervisor 2 Town of Courtland,1,Danelle Sadoski,81,98.78,82,1,04/06/21
Town of Dekorra,Town Board Supervisor 2,Town Board Supervisor 2 Town of Dekorra,1,Chris Crawford,360,98.9,364,1,04/06/21
Town of Fort Winnebago,Town Board Supervisor 2,Town Board Supervisor 2 Town of Fort Winnebago,1,Clark G. Cupery,91,100.0,91,1,04/06/21
Town of Fountain Prairie,Town Board Supervisor 2,Town Board Supervisor 2 Town of Fountain Prairie,1,Dale Firary,155,100.0,155,1,04/06/21
Town of Hampden,Town Board Supervisor 2,Town Board Supervisor 2 Town of Hampden,1,Taylor J. Dahl,111,99.11,111,1,04/06/21
Town of Leeds,Town Board Supervisor 2,Town Board Supervisor 2 Town of Leeds,1,Dan Anderson,124,99.2,124,1,04/06/21
Town of Lewiston,Town Board Supervisor 2,Town Board Supervisor 2 Town of Lewiston,1,Jack Jensen,138,98.57,140,1,04/06/21
Town of Lodi,Town Board Supervisor 2,Town Board Supervisor 2 Town of Lodi,1,Tom Marx,418,95.0,440,1,04/06/21
Town of Lowville,Town Board Supervisor 2,Town Board Supervisor 2 Town of Lowville,1,Paul Becker,140,99.29,140,1,04/06/21
Town of Otsego,Town Board Supervisor 2,Town Board Supervisor 2 Town of Otsego,1,Marcia Vangen,99,100.0,99,1,04/06/21
Town of Pacific,Town Board Supervisor 2,Town Board Supervisor 2 Town of Pacific,1,Craig Cawley,359,99.17,359,1,04/06/21
Town of Randolph,Town Board Supervisor 2,Town Board Supervisor 2 Town of Randolph,1,Tom Alsum,126,100.0,126,1,04/06/21
Town of Scott,Town Board Supervisor 2,Town Board Supervisor 2 Town of Scott,1,Philip Sommers,108,99.08,108,1,04/06/21
Town of West Point,Town Board Supervisor 2,Town Board Supervisor 2 Town of West Point,1,Scott Earnest,241,99.59,241,1,04/06/21
Town of Wyocena,Town Board Supervisor 2,Town Board Supervisor 2 Town of Wyocena,1,Craig Crary,136,55.97,242,1,04/06/21
Town of Wyocena,Town Board Supervisor 2,Town Board Supervisor 2 Town of Wyocena,1,Robert Dean Corning,106,43.62,242,0,04/06/21
Town of Fountain Prairie,Town Board Supervisor 4,Town Board Supervisor 4 Town of Fountain Prairie,1,Drue Schlachter,102,61.45,166,1,04/06/21
Town of Fountain Prairie,Town Board Supervisor 4,Town Board Supervisor 4 Town of Fountain Prairie,1,William Gretzinger,62,37.35,166,0,04/06/21
Town of Pacific,Town Board Supervisor 4,Town Board Supervisor 4 Town of Pacific,1,Julie Kayartz,258,61.87,416,1,04/06/21
Town of Pacific,Town Board Supervisor 4,Town Board Supervisor 4 Town of Pacific,1,Steven Pate,158,37.89,416,0,04/06/21
Town of Caledonia,Town Clerk,Town Clerk Town of Caledonia,1,Stephanie Brensike,232,99.57,232,1,04/06/21
Town of Columbus,Town Clerk,Town Clerk Town of Columbus,1,Deea Breunig,142,100.0,142,1,04/06/21
Town of Courtland,Town Clerk,Town Clerk Town of Courtland,1,Kate Raley,79,98.75,80,1,04/06/21
Town of Dekorra,Town Clerk,Town Clerk Town of Dekorra,1,Holly J. Priske,399,99.75,399,1,04/06/21
Town of Fort Winnebago,Town Clerk,Town Clerk Town of Fort Winnebago,1,Kati Armson,83,98.81,84,1,04/06/21
Town of Hampden,Town Clerk,Town Clerk Town of Hampden,1,Diane Guenther,116,99.15,116,1,04/06/21
Town of Leeds,Town Clerk,Town Clerk Town of Leeds,1,Joan Olson,121,98.37,123,1,04/06/21
Town of Lewiston,Town Clerk,Town Clerk Town of Lewiston,1,Patti Hauser-Kassner,147,99.32,147,1,04/06/21
Town of Lowville,Town Clerk,Town Clerk Town of Lowville,1,Karen Ramsey,139,98.58,141,1,04/06/21
Town of Marcellon,Town Clerk,Town Clerk Town of Marcellon,1,Dawn M. Bush,189,99.47,189,1,04/06/21
Town of Newport,Town Clerk,Town Clerk Town of Newport,1,Anne M. Rapier,118,100.0,118,1,04/06/21
Town of Otsego,Town Clerk,Town Clerk Town of Otsego,1,Stacy Holder,98,100.0,98,1,04/06/21
Town of Randolph,Town Clerk,Town Clerk Town of Randolph,1,Maxine DeYoung,134,100.0,134,1,04/06/21
Town of Scott,Town Clerk,Town Clerk Town of Scott,1,Renee Wendt,111,100.0,111,1,04/06/21
Town of Springvale,Town Clerk,Town Clerk Town of Springvale,1,Becky Gutzman,95,100.0,95,1,04/06/21
Town of West Point,Town Clerk,Town Clerk Town of West Point,1,Taffy Buchanan,274,99.28,274,1,04/06/21
Town of Wyocena,Town Clerk,Town Clerk Town of Wyocena,1,Michelle Goldade,252,100.0,252,1,04/06/21
Town of Caledonia,Town Treasurer,Town Treasurer Town of Caledonia,1,Mardell Krejchik,227,99.56,227,1,04/06/21
Town of Columbus,Town Treasurer,Town Treasurer Town of Columbus,1,Cindy Miller,136,100.0,136,1,04/06/21
Town of Dekorra,Town Treasurer,Town Treasurer Town of Dekorra,1,Peggy Tomlinson,392,98.25,399,1,04/06/21
